,kc,LAI,stress,R,s,I,E,ET,T,L,dsdt,dos,doy
60,0.3,0.75,0.8783946479981909,0.0,0.5456932235297346,0.0,0.4506908406479651,0.5260183135906911,0.07532747294272592,0.0,-0.5260183135906911,1.0,60
61,0.3,0.75,0.899230996089268,0.0,0.5429305223028927,0.0,0.43591370753062836,0.49798021458451336,0.06206650705388501,0.0,-0.49798021458451336,2.0,61
62,0.3,0.75,0.9191817740110843,0.0,0.5403150799994026,0.0,0.42207636322609904,0.47158874722323163,0.04951238399713258,0.0,-0.47158874722323163,3.0,62
63,0.3,0.75,0.9382770234430426,0.0,0.5378382483438184,0.0,0.40911024262352064,0.44673383467384903,0.03762359205032837,0.0,-0.44673383467384903,4.0,63
64,0.3,0.75,0.9565469279387938,0.0,0.5354919571953213,0.0,0.39695250543680766,0.42331389997434965,0.026361394537542004,0.0,-0.42331389997434965,5.0,64
65,0.3,0.75,0.9740215880029023,0.0,0.53326866990554,0.0,0.3855454983348639,0.4012351138814558,0.015689615546591894,0.0,-0.4012351138814558,6.0,65
66,0.3,0.75,0.9907308384531407,0.0,0.5311613426267509,0.0,0.3748362729877413,0.38041071759614525,0.005574444608403972,0.0,-0.38041071759614525,7.0,66
67,0.3,0.75,1.0,0.0,0.5291633871771912,0.0,0.3647761536645643,0.3647761536645643,0.0,0.0,-0.3647761536645643,8.0,67
68,0.3,0.75,1.0,0.0,0.527247546033995,0.0,0.35521555972465346,0.35521555972465346,0.0,0.0,-0.35521555972465346,9.0,68
69,0.3,0.75,1.0,0.0,0.5253819180942647,0.0,0.34598724147693244,0.34598724147693244,0.0,0.0,-0.34598724147693244,10.0,69
70,0.3,0.75,1.0,15.580447147080529,0.5235647582125581,0.75,0.7817485444226283,1.12473620267687,0.3429876582542416,0.0,13.70571094440366,11.0,70
71,0.3,0.75,0.544357491884062,0.0,0.5955485341810647,0.0,0.7438866191792636,1.058519583248374,0.31463296406911034,0.0,-1.058519583248374,12.0,71
72,0.3,0.75,0.5776663797697262,0.0,0.5899890825883737,0.0,0.7088306375935227,0.9967782340177163,0.28794759642419354,0.0,-0.9967782340177163,13.0,72
73,0.3,0.75,0.6099366156251562,0.0,0.5847539027878604,0.0,0.6763391111363826,0.9391578445181126,0.26281873338172995,0.0,-0.9391578445181126,14.0,73
74,0.3,0.75,0.6411438637128315,0.0,0.5798213510834586,0.0,0.6461943139313728,0.8853367991319738,0.23914248520060094,0.0,-0.8853367991319738,15.0,74
75,0.3,0.75,0.6712756079823631,0.0,0.575171472936757,0.0,0.6181996566274987,0.835022726723932,0.2168230700964333,0.0,-0.835022726723932,16.0,75
76,0.3,0.75,0.7003289731677237,0.0,0.5707858493720305,0.0,0.5921773819916935,0.7879494589774396,0.19577207698574614,0.0,-0.7879494589774396,17.0,76
77,0.3,0.75,0.7283089055853138,0.0,0.5666474593563927,0.0,0.5679665389434212,0.7438743438541061,0.1759078049106849,0.0,-0.7438743438541061,18.0,77
78,0.3,0.75,0.7552266540993313,0.0,0.562740556289932,0.0,0.5454211980932757,0.7025758682849493,0.1571546701916736,0.0,-0.7025758682849493,19.0,78
