,kc,LAI,stress,R,s,I,E,ET,T,L,dsdt,dos,doy
60,0.3,0.75,1.0,39.26361061458938,0.4379766558482257,0.75,1.0454342127598268,1.5746535208629755,0.5292193081031487,0.0,36.93895709372641,1.0,60
61,0.3,0.75,0.3505408058295055,0.0,0.6319837834413267,0.0,0.9871085058444197,1.4766306663627875,0.48952216051836783,0.0,-1.4766306663627875,2.0,61
62,0.3,0.75,0.38823681002167815,0.0,0.6242283702776565,0.0,0.9334370677730159,1.3857332451057671,0.45229617733275124,0.0,-1.3857332451057671,3.0,62
63,0.3,0.75,0.42536296408413976,0.0,0.6169503595365549,0.0,0.8839874564306485,1.3013491822061116,0.4173617257754632,0.0,-1.3013491822061116,4.0,63
64,0.3,0.75,0.4617716629277814,0.0,0.6101155424031194,0.0,0.838373167328872,1.2229277708638449,0.3845546035349729,0.0,-1.2229277708638449,5.0,64
65,0.3,0.75,0.49734877500596064,0.0,0.603692602430095,0.0,0.796248149548662,1.149972641213118,0.353724491664456,0.0,-1.149972641213118,6.0,65
66,0.3,0.75,0.5320078456087738,0.0,0.5976528301548161,0.0,0.7573020481739395,1.0820356329170566,0.32473358474311703,0.0,-1.0820356329170566,7.0,66
67,0.3,0.75,0.5656852772194099,0.0,0.5919698698978988,0.0,0.7212560674943912,1.0187114430043054,0.2974553755099141,0.0,-1.0187114430043054,8.0,67
68,0.3,0.75,0.5983363174543802,0.0,0.5866194946720359,0.0,0.6878593660039498,0.9596329404297219,0.27177357442577216,0.0,-0.9596329404297219,9.0,68
69,0.3,0.75,0.6299317158829815,0.0,0.5815794056991908,0.0,0.6568859081043866,0.9044670554605021,0.24758114735611547,0.0,-0.9044670554605021,10.0,69
70,0.3,0.75,0.6604549359157917,0.0,0.5768290535171503,0.0,0.6281317089672134,0.8529111658495347,0.22477945688232132,0.0,-0.8529111658495347,11.0,70
71,0.3,0.75,0.689899828149675,0.0,0.5723494780662599,0.0,0.6014124186342563,0.8046899133523038,0.20327749471804743,0.0,-0.8046899133523038,12.0,71
72,0.3,0.75,0.7182686879900697,0.0,0.5681231654961323,0.0,0.5765611994890926,0.7595523938705274,0.18299119438143485,0.0,-0.7595523938705274,13.0,72
73,0.3,0.75,0.7455706337781068,0.0,0.5641339197300056,0.0,0.55342685798453,0.7172696726885567,0.16384281470402673,0.0,-0.7172696726885567,14.0,73
74,0.3,0.75,0.7718202526162371,0.0,0.5603667470793304,0.0,0.5318721971902056,0.6776325831709915,0.14576038598078592,0.0,-0.6776325831709915,15.0,74
75,0.3,0.75,0.7970364700782856,0.0,0.556807752419819,0.0,0.5117725615124675,0.6404497731275983,0.12867721161513082,0.0,-0.6404497731275983,16.0,75
76,0.3,0.75,0.8212416073812019,0.0,0.5534440456281824,0.0,0.49301454898589403,0.6055459680011693,0.11253141901527534,0.0,-0.6055459680011693,17.0,76
77,0.3,0.75,0.844460595685256,0.0,0.5502636571407813,0.0,0.4754948699651324,0.5727604242408825,0.09726555427575008,0.0,-0.5727604242408825,18.0,77
78,0.3,0.75,0.8667203222174494,0.0,0.5472554616353145,0.0,0.45911933395840426,0.5419455498079135,0.0828262158495093,0.0,-0.5419455498079135,19.0,78
79,0.3,0.75,0.8880490870732872,0.9785008705377197,0.5444091089577519,0.75,0.4502390986510258,0.5251633477962444,0.07492424914521863,0.0,-0.2966624772585247,20.0,79
80,0.3,0.75,0.8998343126941074,0.0,0.5428510077116462,0.0,0.43549083580559694,0.4971756728214985,0.06168483701590155,0.0,-0.4971756728214985,21.0,80
81,0.3,0.75,0.9197593255557731,0.0,0.5402397909426258,0.0,0.4216802438111096,0.47083124033571305,0.04915099652460348,0.0,-0.47083124033571305,22.0,81
82,0.3,0.75,0.9388297028452246,0.0,0.537766937789602,0.0,0.4087389353729503,0.44602023676304003,0.03728130139008971,0.0,-0.44602023676304003,23.0,82
83,0.3,0.75,0.9570756286618155,0.0,0.5354243945292919,0.0,0.3966042312254213,0.42264132496602236,0.026037093740601057,0.0,-0.42264132496602236,24.0,83
84,0.3,0.75,0.9745271980765472,0.0,0.5332046396712771,0.0,0.3852186240173285,0.4006008944394583,0.015382270422129807,0.0,-0.4006008944394583,25.0,84
85,0.3,0.75,0.9912142356378745,0.0,0.5311006433769522,0.0,0.374529297912631,0.3798123861220013,0.005283088209370312,0.0,-0.3798123861220013,26.0,85
86,0.3,0.75,1.0,0.0,0.5291058304246308,0.0,0.36448769756698657,0.36448769756698657,0.0,0.0,-0.36448769756698657,27.0,86
87,0.3,0.75,1.0,0.0,0.527191504281947,0.0,0.3549371715153524,0.3549371715153524,0.0,0.0,-0.3549371715153524,28.0,87
88,0.30357142857142855,0.75,1.0,0.0,0.5253273384651648,0.0,0.3457184846016768,0.3457184846016768,0.0,0.0,-0.3457184846016768,29.0,88
89,0.3214285714285714,0.75,1.0,0.0,0.5235115901216686,0.0,0.3368173121793152,0.3368173121793152,0.0,0.0,-0.3368173121793152,30.0,89
90,0.33928571428571425,0.75,1.0,0.0,0.5217425916333318,0.0,0.3282200668186598,0.3282200668186598,0.0,0.0,-0.3282200668186598,31.0,90
91,0.3571428571428571,0.75,1.0,0.0,0.5200187467445784,0.0,0.3199138543416168,0.3199138543416168,0.0,0.0,-0.3199138543416168,32.0,91
92,0.37499999999999994,0.75,1.0,0.0,0.5183385269213556,0.0,0.3118864328318565,0.3118864328318565,0.0,0.0,-0.3118864328318565,33.0,92
93,0.3928571428571428,0.75,1.0,0.0,0.51670046792539,0.0,0.30412617439585143,0.30412617439585143,0.0,0.0,-0.30412617439585143,34.0,93
94,0.41071428571428564,0.75,1.0,0.0,0.5151031665892774,0.0,0.2966220294684719,0.2966220294684719,0.0,0.0,-0.2966220294684719,35.0,94
95,0.4285714285714285,0.75,1.0,0.0,0.5135452777790438,0.0,0.2893634934739779,0.2893634934739779,0.0,0.0,-0.2893634934739779,36.0,95
96,0.4464285714285714,0.75,1.0,0.0,0.5120255115318065,0.0,0.2823405756687481,0.2823405756687481,0.0,0.0,-0.2823405756687481,37.0,96
97,0.4642857142857142,0.75,1.0,0.0,0.5105426303570757,0.0,0.2755437700062255,0.2755437700062255,0.0,0.0,-0.2755437700062255,38.0,97
98,0.4821428571428571,0.75,1.0,0.0,0.5090954466910766,0.0,0.2689640278774229,0.2689640278774229,0.0,0.0,-0.2689640278774229,39.0,98
99,0.4999999999999999,0.75,1.0,0.0,0.5076828204942414,0.0,0.2625927325920664,0.2625927325920664,0.0,0.0,-0.2625927325920664,40.0,99
100,0.5178571428571428,0.75,1.0,0.0,0.5063036569827285,0.0,0.25642167547617484,0.25642167547617484,0.0,0.0,-0.25642167547617484,41.0,100
101,0.5357142857142856,0.75,1.0,0.0,0.5049569044854797,0.0,0.2504430334716401,0.2504430334716401,0.0,0.0,-0.2504430334716401,42.0,101
102,0.5535714285714285,0.75,1.0,0.0,0.5036415524189269,0.0,0.24464934813232958,0.24464934813232958,0.0,0.0,-0.24464934813232958,43.0,102
103,0.5714285714285714,0.75,1.0,0.0,0.5023566293720134,0.0,0.2390335059193961,0.2390335059193961,0.0,0.0,-0.2390335059193961,44.0,103
104,0.5892857142857142,0.75,1.0,7.950548908376592,0.5011012012947057,0.75,0.4147524500820372,0.45756465936494195,0.042812209282904766,0.0,6.74298424901165,45.0,104
105,0.607142857142857,0.75,0.9485510630145413,18.87521411274281,0.5365160345353132,0.75,0.9852071812374604,1.4734223179164463,0.48821513667898575,0.0,16.651791794826366,46.0,105
106,0.6249999999999999,0.75,0.389511174053168,18.178638384264467,0.6239729242140231,0.75,1.6246842377913402,2.515131712277419,0.8904474744860789,0.0,14.913506671987047,47.0,106
107,0.6428571428571428,0.75,0.09659622940050555,0.0,0.7023001651383248,0.0,1.516972241543672,2.344013034207631,0.827040792663959,0.0,-2.344013034207631,48.0,107
108,0.6607142857142856,0.75,0.12963118561840176,0.0,0.6899891723116041,0.0,1.4188303075098576,2.186778334605557,0.7679480270956993,0.0,-2.186778334605557,49.0,108
109,0.6785714285714284,0.75,0.1648230342948622,0.0,0.6785039919827933,0.0,1.3292657560161878,2.042084917533596,0.7128191615174078,0.0,-2.042084917533596,50.0,109
110,0.6964285714285713,0.75,0.20149772142219882,0.12288318870099434,0.6677787560713774,0.12288318870099434,1.2474037291720332,1.9087417583146444,0.6613380291426113,0.0,-1.9087417583146444,51.0,110
111,0.7142857142857142,0.75,0.23910593168851024,0.0,0.6577538518785484,0.0,1.1724714549753519,1.785689943992384,0.6132184890170321,0.0,-1.785689943992384,52.0,111
112,0.732142857142857,0.75,0.27720128872502586,0.0,0.6483752282231262,0.0,1.1037848456106425,1.671985941081648,0.5682010954710056,0.0,-1.671985941081648,53.0,112
113,0.7499999999999999,0.75,0.3154224633449886,33.30404431583716,0.6395937894569411,0.75,2.4686571620885385,3.6686571620885386,1.2,0.0,28.88538715374862,54.0,113
114,0.7678571428571428,0.75,0.0,0.0,0.7913027556005788,0.0,2.288248540741807,3.4882485407418073,1.2,0.0,-3.4882485407418073,55.0,114
115,0.7857142857142856,0.75,0.0007880096717830457,0.0,0.7729821225084474,0.0,2.1209967396153004,3.287310927655848,1.1663141880405477,0.0,-3.287310927655848,56.0,115
116,0.8035714285714284,0.75,0.009434754397973255,0.0,0.75571683402286,0.0,1.9673000992139345,3.0507409025236623,1.083440803309728,0.0,-3.0507409025236623,57.0,116
117,0.8214285714285712,0.75,0.025993132820396808,0.0,0.7396940351650677,0.0,1.8281538253516691,2.8346851941439937,1.0065313687923247,0.0,-2.8346851941439937,58.0,117
118,0.8392857142857142,0.75,0.04874207277588403,0.0,0.7248059826748157,0.0,1.701947526730835,2.63701624356995,0.935068716839115,0.0,-2.63701624356995,59.0,118
119,0.857142857142857,0.75,0.07627294558417275,0.0,0.7109561074459819,0.0,1.587274913570711,2.455864229311424,0.8685893157407131,0.0,-2.455864229311424,60.0,119
120,0.875,0.75,0.10743275109067366,0.0,0.6980576608634639,0.0,1.4829046705998297,2.2895814427444563,0.8066767721446265,0.0,-2.2895814427444563,61.0,120
121,0.8928571428571428,0.75,0.14127811183223585,0.0,0.6860325482440077,0.0,1.3877559474600027,2.1367121790312398,0.7489562315712369,0.0,-2.1367121790312398,62.0,121
122,0.9107142857142856,0.75,0.17703789906598197,0.0,0.6748103204129613,0.0,1.3008776627571244,1.9959672007393383,0.6950895379822141,0.0,-1.9959672007393383,63.0,122
123,0.9285714285714284,0.75,0.21408277862305813,0.0,0.6643272994006748,0.0,1.2214309701030805,1.8662020072263195,0.6447710371232389,0.0,-1.8662020072263195,64.0,123
124,0.9464285714285714,0.75,0.25190032449186706,7.692547243173497,0.6545258182702844,0.75,1.4267171828248735,2.199463309929974,0.7727461271051004,0.0,4.743083933243523,65.0,124
125,0.9642857142857142,0.75,0.16180675716161955,0.0,0.6794369733818576,0.0,1.3364685377463417,2.053766009979258,0.7172974722329163,0.0,-2.053766009979258,66.0,125
126,0.982142857142857,0.75,0.1983797803492044,0.0,0.6686503871949917,0.0,1.253991652027706,1.9195135105636658,0.66552185853596,0.0,-1.9195135105636658,67.0,126
127,0.9999999999999998,0.75,0.23592815905337897,36.2073719149114,0.6585689086731237,0.75,2.8001378941349593,4.0001378941349595,1.2,2.281042728429822,29.17619129234662,68.0,127
128,1.0178571428571428,0.75,0.0,0.0,0.8118052074774652,0.0,2.4803686950052057,3.680368695005206,1.2,0.0,-3.680368695005206,69.0,128
129,1.0357142857142856,0.75,0.0,0.0,0.7924755399616815,0.0,2.2990984740417373,3.4990984740417375,1.2,0.0,-3.4990984740417375,70.0,129
130,1.0535714285714284,0.75,0.0005573524095130641,0.0,0.774097921925748,0.0,2.1310615957674393,3.30273162101103,1.1716700252435903,0.0,-3.30273162101103,71.0,130
131,1.0714285714285712,0.75,0.008647778094858212,22.501716583470387,0.7567516424036312,0.75,3.0631401440350206,4.26314014403502,1.2,5.3459148199219335,12.142661619513433,72.0,131
132,1.0892857142857142,0.75,0.0,0.0,0.8205261256993951,0.0,2.563641009149323,3.763641009149323,1.2,0.042067978015153065,-3.805708987164476,73.0,132
133,1.107142857142857,0.75,0.0,11.181581192843536,0.8005381583298338,0.75,2.904909838955451,4.104909838955451,1.2,3.434670179011267,2.8920011748768184,74.0,133
134,1.1249999999999998,0.75,0.0,2.3410196527442557,0.8157272401306574,0.75,2.5978705569211784,3.797870556921178,1.2,0.33361961411742225,-2.540470518294345,75.0,134
135,1.1428571428571428,0.75,0.0,0.0,0.8023844327866746,0.0,2.391449645383024,3.5914496453830242,1.2,0.0,-3.5914496453830242,76.0,135
136,1.1607142857142856,0.75,0.0,0.0,0.7835217770861335,0.0,2.2166982821873966,3.4166982821873964,1.2,0.0,-3.4166982821873964,77.0,136
137,1.1785714285714284,0.75,0.0033283977098691325,4.495823972222324,0.765576933167082,0.75,2.2325281693474333,3.4325281693474334,1.2,0.0,0.31329580287489023,78.0,137
138,1.1964285714285712,0.75,0.0026122753119930077,0.0,0.767222394316635,0.0,2.069295564365741,3.207963057085589,1.1386674927198477,0.0,-3.207963057085589,79.0,138
139,1.2,0.75,0.014043341312588862,0.0,0.7503738488487485,0.0,1.9205226343747934,2.9783171088487856,1.0577944744739924,0.0,-2.9783171088487856,80.0,139
