,mean,var
45,0.4923130044623607,0.005782324997567066
46,0.4905356793398166,0.005812096507041469
47,0.4881253360533664,0.005484540110931755
48,0.486776615645149,0.0055093103405506804
49,0.48513355243323,0.005287879429173934
50,0.4835703623809814,0.005230544256978
51,0.4834002918414473,0.005276821215514661
52,0.4822341290772197,0.0052262594170103295
53,0.4802753391381561,0.00500886097034163
54,0.4815158492812146,0.0051175188059904
55,0.48171013837615717,0.005447843762419061
56,0.47988022366071903,0.005229644219784934
57,0.47909852747857484,0.005237370907136119
58,0.47863504202683205,0.00528143443066188
59,0.4776124489188739,0.005177413181504979
60,0.47652316883956414,0.005236022495319277
61,0.4776162277535244,0.005440828600397929
62,0.4768669287165384,0.005237175166314209
63,0.47669654728515387,0.005202879021384084
64,0.4767090737241451,0.005115542584294402
65,0.47775683706220806,0.005147602725973535
66,0.47856555392719646,0.0052685591561640235
