,mean,var
90,0.49431974847937205,0.005644077721032009
91,0.49218369967721687,0.0054558485618993015
92,0.4900855553056783,0.005412006255363273
93,0.4874168315659466,0.005115253854837211
94,0.48614204528882493,0.004981188934602004
95,0.4844710798525721,0.005102916947634468
96,0.4814401886215272,0.004965973223643827
97,0.48067357834474933,0.004962598017548058
98,0.47974412605676003,0.005183158896441935
99,0.478311657154777,0.005015138751710137
100,0.4772988968364991,0.004940036528163762
101,0.47632664111141804,0.004655091851605222
102,0.47555985333116596,0.004859998730453732
103,0.47452978087669795,0.004638758594280274
104,0.4761606998263091,0.004816606291932991
105,0.475250655885652,0.0047736095090170965
106,0.47433329626706416,0.004741529972676791
107,0.4745169581237425,0.004952865348208059
108,0.47522305923666674,0.00512497910795237
109,0.4753365310329652,0.005266349762488068
110,0.4768823443860853,0.005438049559537113
111,0.47619174504422856,0.005534382280813904
112,0.4758113986948907,0.005465155202032549
113,0.4744681082483843,0.005469088597508075
114,0.47241927201499234,0.005285863510529696
115,0.4718816937147024,0.0050193184521332345
116,0.47150835173664235,0.00496180574009879
117,0.4713582793649889,0.004888182955965827
118,0.4717853769425774,0.004937110117572031
119,0.4734529674725163,0.004976801943156155
120,0.47513863710064164,0.005081647170109459
121,0.47456176658785,0.00502039312878181
122,0.4743616115668538,0.005025972940353431
123,0.4758831610645975,0.005197836927841384
124,0.47611391340000503,0.005364605098323587
125,0.4749439907771656,0.005320027038307482
126,0.4736359957827091,0.00515339303630367
127,0.47376819168047984,0.005088337130496854
128,0.47307926952275975,0.004944418672789958
129,0.4742321800890771,0.005133532534481299
130,0.47581505641934324,0.005429638551866066
131,0.47561348907361767,0.005474611585303918
132,0.4759585650463225,0.005454124664744763
133,0.476842076518798,0.005645633070429154
134,0.47627987356625573,0.005771000703728803
