,mean,var
60,0.492963308713698,0.005054494809952682
61,0.4917004410164749,0.005035442955449977
62,0.4894207218450342,0.004936738407371507
63,0.4881798174064276,0.005070355762350283
64,0.4875588806256726,0.005062154159889604
65,0.4866035754386301,0.004944109470711028
66,0.4845364155168945,0.0047306409087902535
67,0.48154042567084976,0.004738787730119351
68,0.48002667961991435,0.004831696619604075
69,0.478904951247554,0.0049109616750447815
70,0.47816807379314463,0.00489898686672979
71,0.47677654825783655,0.0049407615951531005
72,0.4766470722701614,0.005070153191323105
73,0.4758634818780994,0.004954434972836773
74,0.47566635430415094,0.0051057777471431075
75,0.47558841413640696,0.005154460430077064
76,0.47475684059256146,0.005421681833380622
77,0.4732954910945115,0.0052537459472976784
78,0.4725229643880042,0.005166059092518416
79,0.4715415668323067,0.004896172266047848
80,0.4717943834946929,0.005025827462227994
81,0.47260455959160336,0.004939440043479465
82,0.4715009355598739,0.004933521595491299
83,0.4722455476163021,0.00488547535487498
84,0.4704508908615735,0.004731075895629534
85,0.4709574392959494,0.004787068066158705
86,0.4720806432951481,0.0048846619455337635
87,0.4725615005073629,0.004959872355270576
88,0.47201812966953094,0.0049125803540815945
89,0.4714414929898485,0.004983542495991491
