,AvgStress,DynamicStress,Yield,RF,mam_RF,Cat
0,0.3157237287309836,1.0,0.0,487.66778345578837,182.35580434966081,mid
1,0.4020764645049462,0.35424527935191885,2750.9151099608257,520.916520452214,302.47250880836,mid
2,0.3617049692626401,0.3452132885158507,2789.3913909224757,568.9071185393957,365.3197698907462,mid
3,0.5304243723395765,0.6825091530938177,1352.5110078203368,452.9683434187807,230.64506579127942,mid
4,0.40885200728268134,1.0,0.0,422.4544220891646,213.8750578917962,mid
5,0.3352629455606215,0.3957539015261954,2574.0883794984074,492.4619878916105,228.99679021688144,mid
6,0.3906019971328495,0.33362274693725713,2838.7670980472844,486.33265716036715,319.2599379500121,mid
7,0.4480076653403371,1.0,0.0,467.91026726134464,233.3988061738533,mid
8,0.5904110846234822,1.0,0.0,323.9887247275324,149.80792315962805,mid
9,0.36614569939452357,0.3281448732146638,2862.1028401055323,490.15944082413625,322.3900312501247,mid
10,0.33200726575225925,0.37848996663934503,2647.63274211639,571.286662888634,330.4016745453272,mid
11,0.3133584107202766,0.37605086189730386,2658.0233283174857,606.2517383659956,321.67744762399457,mid
12,0.29177714918847,0.4438887918504249,2369.0337467171903,438.94103417868575,253.41912601215648,mid
13,0.4152895838902697,0.43874540782811267,2390.94456265224,533.0366038789278,296.37725403302994,mid
14,0.39158744825760244,0.4758851875548542,2232.7291010163212,406.2664668813622,243.80720940663565,mid
15,0.5033937270140314,1.0,0.0,311.52809678221206,159.3794352801438,mid
16,0.47544578403415627,0.6627287347979575,1436.7755897607012,303.44789856186424,226.15406739293059,mid
17,0.34554075272939094,0.5068496493339987,2100.8204938371655,457.22043879585686,253.70817162093286,mid
18,0.4586583045688632,0.4915548485840585,2165.9763450319106,568.409414629828,308.0698336900642,mid
19,0.25856648059317905,0.3314289323944102,2848.1127479998127,630.3909249961985,329.39265742750524,mid
20,0.46452328412539856,1.0,0.0,411.2257859715975,218.27551378058013,mid
21,0.5527753954149672,1.0,0.0,339.92357419034806,136.35075990352215,mid
22,0.5128993657669014,0.46159913230950844,2293.587696361494,424.3629379540483,293.42572201081254,mid
23,0.4532633463475163,0.6030513075741515,1691.0014297341147,415.24502308191006,286.1570087287278,mid
24,0.42249023211231224,0.4421065653171512,2376.626031748936,512.3378189042726,326.7887817339566,mid
25,0.423719978072037,0.5148998575940753,2066.526606649239,449.09275870205283,252.86228472929656,mid
26,0.4007207907443889,0.5771601527373107,1801.2977493390565,419.2583374261726,236.858876070982,mid
27,0.34308672370979365,0.4184803590695204,2477.273670363843,457.00497623117917,223.59252843896653,mid
28,0.3476902439722287,0.8722830207305907,544.0743316876835,444.5515341814489,219.8259058833999,mid
29,0.36909195122273325,0.5222500172148404,2035.2149266647798,545.2468518261089,266.42066495176465,mid
30,0.38073872331087283,0.4792069830876195,2218.5782520467405,490.2729270333457,227.94844678259926,mid
31,0.44967709022606095,0.4638278990392359,2284.093150092855,417.02353789456316,291.89894694085353,mid
32,0.5756961389173973,1.0,0.0,406.03265910373125,144.40378084514387,mid
33,0.5511970100562216,0.9006874156846503,423.07160918338985,340.9708484179273,220.1707305892783,mid
34,0.3853342410030107,0.6535629034480265,1475.8220313114073,473.6160642945493,277.389402827792,mid
35,0.31346447626009577,0.403223355649234,2542.2685049342635,506.62487775266334,308.2169701301947,mid
36,0.4077289754342925,0.5720136226199736,1823.2219676389125,413.93838265981776,284.84315872089365,mid
37,0.5073288087310927,0.5866893599200148,1760.7033267407369,376.63165872669185,218.08915361487126,mid
38,0.4546285527567244,0.5818089905670283,1781.4937001844596,503.60562186346795,333.1115261606305,mid
39,0.3325732618702574,0.357420857555146,2737.387146815078,475.7888313775079,291.91028740474076,mid
40,0.4691566950600354,0.6504163887068262,1489.2261841089205,370.72480163535243,168.46357285098424,mid
41,0.40403528667858507,0.6270822882009259,1588.6294522640555,458.8639649992382,229.8224453716419,mid
