,AvgStress,DynamicStress,Yield,RF,mam_RF,Cat
0,0.3733974298073109,0.535125928784126,1980.3635433796233,463.9992185216784,198.14413325547966,early
1,0.27715246548393846,0.30810637296735566,2947.466851159065,597.3906630421056,316.1488489922814,early
2,0.332312152717508,0.35723068404243324,2738.197285979234,504.0000617156855,260.41656431393494,early
3,0.39232595129253,1.0,0.0,427.3405866842238,173.04769268830663,early
4,0.35614031054572987,0.8994647519362537,428.28015675155905,446.3647009043035,218.48064468923468,early
5,0.3161672049946051,0.3509938416459633,2764.7662345881963,539.5144114339703,234.99642095772128,early
6,0.42089882688830765,0.5102264629947858,2086.4352676422127,443.17320404060763,247.60120594116415,early
7,0.40102592585362,1.0,0.0,411.2686061150216,166.1846790328355,early
8,0.4720109527783123,1.0,0.0,378.4496299189021,160.37148252842033,early
9,0.4350504233767563,0.723935682161271,1176.0339939929854,449.62385261268724,259.4072760742478,early
10,0.49813161037429415,1.0,0.0,385.28509829564393,166.17882264550275,early
11,0.39949392147106455,0.44366233657141646,2369.9984462057655,446.79136213111144,227.03509479823242,early
12,0.30099529663504637,0.3317886587300271,2846.580313810084,594.4180144170779,354.44726526395675,early
13,0.3670114327009521,0.5423265868825111,1949.6887398805027,444.0027898083092,239.01569182025278,early
14,0.33490731570856797,0.9838444103751592,68.82281180182164,473.8412894539484,210.80716107412064,early
15,0.37171175551100244,0.42535070152312654,2448.0060115114807,448.55958723535423,258.4419933854211,early
16,0.32601242519318846,0.5881090292970568,1754.655535194538,479.37699709121273,261.3339420532116,early
17,0.37606878770722163,0.6626546300181817,1437.0912761225459,419.89040457795767,216.27466825544997,early
18,0.3091843488395173,0.3663045515423333,2699.54261042966,580.366621207023,259.6960793023255,early
19,0.35522019299416396,0.4434263067274091,2371.003933341237,486.63815094889037,236.98744235196259,early
20,0.2870504314808437,0.3521555614106624,2759.817308390578,555.2710732372617,261.12123356120253,early
21,0.4104803329640574,0.5877820526435263,1756.0484557385778,455.5509858532009,201.78623092184856,early
22,0.36484322406077335,0.4007810925112534,2552.6725459020604,462.3963585931293,265.92499877296314,early
