,AvgStress,DynamicStress,Yield,RF,mam_RF,Cat
0,0.6056333074187173,1.0,0.0,307.58793738535724,213.83620836701078,late
1,0.5059976970802942,0.510279448823388,2086.209548012367,421.68201557523287,321.7301291968337,late
2,0.6124493328481994,0.7751139275459649,958.0146686541897,311.9589644318908,250.96908090561158,late
3,0.626051121781712,0.6047728637897999,1683.6676002554525,262.9078845755059,220.63708406061858,late
4,0.5215326574037007,0.5345110759709443,1982.9828163637774,384.1531929895845,266.0353881453202,late
5,0.6343596881091145,0.6154394696817527,1638.2278591557335,258.4662185380436,208.4561356192089,late
6,0.6369150453907315,1.0,0.0,232.30173416406453,160.10059881122484,late
7,0.6011304342841216,1.0,0.0,243.60420443222523,167.92351403404479,late
8,0.5462077690146092,0.5543412076682388,1898.5064553333027,304.07017421498074,214.37204218719393,late
9,0.6039539811111401,0.6485958632504486,1496.981622553089,300.171088782151,236.13347506478044,late
10,0.6361148565161273,0.6064534293919343,1676.5083907903602,276.52422873235804,226.26148189249642,late
11,0.6852741712516415,0.8629732475331133,583.7339655089372,214.86859032596425,174.39579988461563,late
12,0.5873800603234033,0.7407628321761174,1104.35033492974,355.6650353113033,232.58101549859157,late
13,0.5763716896994304,0.6352814718892124,1553.7009297519553,340.7045826871244,295.01574371690646,late
14,0.5597132680855285,0.911841490221095,375.5552516581355,319.27621095696907,283.0920161781356,late
15,0.3390175707806908,0.3939430325831342,2581.8026811958484,468.0361284477109,259.01657325731014,late
16,0.6917486527768142,1.0,0.0,216.4257373287068,192.1417039714999,late
17,0.5866970899643482,1.0,0.0,222.42825419771572,209.51300610469434,late
18,0.5330752669562131,0.8890944626566717,472.4575890825786,300.91444151308895,206.7968316666354,late
19,0.49630978107283497,0.48822406803341245,2180.165470177663,435.93174544860943,295.83481147078146,late
20,0.501476199168533,1.0,0.0,323.70155297205474,189.54515206171746,late
21,0.657193200091099,1.0,0.0,213.67113710337065,135.00308635861103,late
22,0.4647321879461365,0.6485730848367824,1497.0786585953067,340.08986977311065,189.86054211287555,late
23,0.6060963362649893,0.9583864018144859,177.2739282702902,285.8105430897896,206.94579754712743,late
24,0.5449382335464626,0.5304831052897597,2000.1419714656236,350.0499227563793,291.41775188067874,late
25,0.5180175612800524,0.43784881762725936,2394.764036907875,356.9262298902688,302.810076939298,late
26,0.49810880289704484,1.0,0.0,335.06528760813063,222.79716640543782,late
27,0.4677755946075134,0.4042357149016126,2537.9558545191303,443.11256861840195,358.25866894970915,late
28,0.6344925123104931,0.8104909045886475,807.3087464523618,235.25244265331452,219.6213723542384,late
29,0.6315639496951269,0.5957764333285736,1721.9923940202766,348.09347914689783,275.0784835099663,late
30,0.5422954505489671,0.6714850834253122,1399.47354460817,370.82101856742116,294.918862339905,late
